ma_san_pham,ten_san_pham,gia_ban,gia_goc,hinh_anh
422226294,"Nước Cân Bằng B.O.M Sáng Da, Hỗ Trợ Mờ Nếp Nhăn 150ml",373000,468000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-can-bang-b-o-m-sang-da-ho-tro-mo-nep-nhan-150ml-1726114438_img_380x380_64adc6_fit_center.jpg
422219199,Mặt Nạ innisfree Dưỡng Ẩm & Dịu Da Từ Rau Má 22ml (Mới),24000,36000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-innisfree-duong-am-diu-da-tu-rau-ma-22ml-moi-1711005312_img_380x380_64adc6_fit_center.jpg
422209994,Combo 5 Mặt Nạ B.O.M Brightening Dưỡng Sáng Da 25g,185000,245000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-5-mat-na-b-o-m-duong-sang-da-25g-1723789453_img_380x380_64adc6_fit_center.jpg
422204915,Mặt Nạ Garnier Tinh Chất Sữa Tươi & Vitamin C Sáng Da 28g,35000,39000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422204915-1696232872_img_380x380_64adc6_fit_center.jpg
422226566,Miếng Rửa Mặt Vacosi Silicone Đa Năng Cỡ Nhỏ Màu Hồng DC12-HN,38000,45000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422226566-1728876824_img_380x380_64adc6_fit_center.png
422215682,"Mặt Nạ Lebelage Coenzyme Q10 Chống Oxy Hóa, Ngừa Nếp Nhăn 25g",8000,15000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215682-1697447045_img_380x380_64adc6_fit_center.png
422216773,[Mini] Serum innisfree Trà Xanh Dưỡng Ẩm 10ml,90000,150000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-gift-serum-innisfree-tra-xanh-duong-am-10ml-1710472797_img_380x380_64adc6_fit_center.jpg
422200377,Kem Chống Nắng Bioderma Giảm Bóng Nhờn 40ml (Màu Light),436000,485000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422200377-1692766166_img_380x380_64adc6_fit_center.png
422212524,[Hàng Tách Set] Tinh Chất Kiehl,720000,800000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-tinh-chat-kiehl-s-niacinamide-5-kiem-dau-giam-mun-30ml-1686563596_img_380x380_64adc6_fit_center.jpg
204900134,Combo La Roche-Posay Làm Sạch & Làm Dịu Da Dầu Nhạy Cảm,179000,355000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-204900134-1700110190_img_380x380_64adc6_fit_center.png
422212954,Gel Chống Nắng Bioré Màng Nước Dưỡng Ẩm Hương Hoa Mẫu Đơn 90ml,184000,230000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-gel-chong-nang-biore-mang-nuoc-duong-am-huong-hoa-mau-don-90ml-1688461870_img_380x380_64adc6_fit_center.jpg
422202631,Nước Dưỡng Bio-essence Ngừa Lão Hóa Vàng & Hoa Hồng 100ml,423000,525000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422202631-1702093945_img_380x380_64adc6_fit_center.jpg
422217479,Gel Rửa Mặt Eucerin Cho Da Mụn 75ml,233000,259000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-gel-rua-mat-eucerin-cho-da-mun-75ml_RsGCbjsxuUbrtaVn_img_380x380_64adc6_fit_center.png
422210711,Sữa Chống Nắng Avène Quang Phổ Rộng Cho Da Dầu Mụn 50ml,699000,823000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-chong-nang-avene-quang-pho-rong-cho-da-dau-mun-50ml-1688958308_img_380x380_64adc6_fit_center.jpg
422216605,Kem Chống Nắng The Lab Nâng Tông Da SPF50+ PA++++ 40ml ,592000,698000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216605-1700538857_img_380x380_64adc6_fit_center.png
355500014,Mặt Nạ Avander Đất Sét Ốc Sên Giúp Phục Hồi Da 110g,64000,71000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-355500014-1703583138_img_380x380_64adc6_fit_center.png
422214673,Tẩy Tế Bào Chết Evoluderm Mềm Mịn Da Chiết Xuất Đào 150g,195000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-tay-te-bao-chet-evoluderm-mem-min-da-chiet-xuat-dao-150g-1699344451_img_380x380_64adc6_fit_center.jpg
422214674,Tẩy Tế Bào Chết Evoluderm Nuôi Dưỡng Sâu Tinh Dầu Argan 150g,195000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-tay-te-bao-chet-evoluderm-nuoi-duong-sau-tinh-dau-argan-150g-1699344699_img_380x380_64adc6_fit_center.jpg
100190183,Nước Tẩy Trang Nivea Kiểm Soát Nhờn 200ml,115000,119000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-100190183-1694163634_img_380x380_64adc6_fit_center.png
422226565,Miếng Rửa Mặt Vacosi Silicone Đa Năng Cỡ Lớn Hồng Nhạt DC12-HL,46000,55000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422226565-1728876953_img_380x380_64adc6_fit_center.png
422209725,Combo Mặt Nạ Banobagi Retinol Cải Thiện Nếp Nhăn 30gx10,170000,242000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-mat-na-banobagi-retinol-cai-thien-nep-nhan-hop-10-mieng_R2sPZPEKA26qT3Tr_img_380x380_64adc6_fit_center.png
422227990,Mặt Nạ Dừa Emmié Dịu Da - Đà Lạt 25g,26000,64900,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-emmie-dua-diu-da-da-lat-25g-1729503469_img_380x380_64adc6_fit_center.jpg
422215672,"Mặt Nạ Lebelage Hyaluronic Acid Cấp Nước, Cấp Ẩm Cho Da 25g",8000,15000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215672-1697447369_img_380x380_64adc6_fit_center.png
422220068,Sữa Rửa Mặt Clean & Clear Làm Sạch Sâu Lỗ Chân Lông 100g,48000,64000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-clean-clear-lam-sach-sau-lo-chan-long-100g-1717055250_img_380x380_64adc6_fit_center.jpg
422219023,Xà Phòng Mela Chiết Xuất Nghệ 100g,67000,80000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-xa-phong-mela-chiet-xuat-nghe-100g-1710736281_img_380x380_64adc6_fit_center.jpg
100180080,Kem Dưỡng Avène Hỗ Trợ Khôi Phục Hàng Rào Bảo Vệ Da 40ml,670000,744000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-avene-cho-da-qua-nhay-cam-va-kich-ung-40ml-1688958551_img_380x380_64adc6_fit_center.jpg
422227443,[HSD 09/2025] Xịt Khoáng Evian Cấp Ẩm Và Làm Dịu Da 150ml,167000,245000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-xit-khoang-evian-cap-am-va-lam-diu-da-150ml-1668740200-1727928085_img_380x380_64adc6_fit_center.jpg
422203932,[Mini] Gel Rửa Mặt Bioderma Tạo Bọt Cho Da Nhạy Cảm 8ml,19000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-gel-rua-mat-bioderma-tao-bot-cho-da-nhay-cam-8ml-1690273329_img_380x380_64adc6_fit_center.jpg
422219886,Combo L,348000,498000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-l-oreal-nuoc-tay-trang-tuoi-mat-da-400ml-nuoc-tay-trang-lam-sach-sau-trang-diem-400ml-1713146268_img_380x380_64adc6_fit_center.jpg
422207823,Mặt Nạ Avander Chiết Xuất Nha Đam Dưỡng Sáng Da 25g,12000,14000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207823-1703225860_img_380x380_64adc6_fit_center.jpg
222600050,Mặt Nạ Bio-essence Tảo Biển Jeju Dưỡng Da Ẩm Mượt 20ml,21000,30000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-222600050-1702091699_img_380x380_64adc6_fit_center.png
210100002,Mặt Nạ Mayan 3D Tinh Chất Collagen & Arbutin 25ml,14000,18000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-3d-mayan-colagen-arbutin-1708918050_img_380x380_64adc6_fit_center.jpg
422228602,Combo 10 Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 59ml,390000,1200000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-10-sua-rua-mat-cetaphil-diu-lanh-cho-da-nhay-cam-59ml_RVddKX7avcYam1za_img_380x380_64adc6_fit_center.png
422226369,Combo Skin1004 Kem Chống Nắng Cho Da Nhạy Cảm + Serum Rau Má Làm Dịu Da 50ml+55ml,654000,900000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-skin1004-kem-chong-nang-cho-da-nhay-cam-serum-rau-ma-lam-diu-da-50ml-55ml-1726288251_img_380x380_64adc6_fit_center.jpg
422226002,"[HSD 08/2025] Serum Luvmier Dưỡng Sáng, Làm Đều Màu Da 30ml",231000,289000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-hsd-08-2025-serum-luvmier-duong-sang-lam-deu-mau-da-30ml-1725594399_img_380x380_64adc6_fit_center.jpg
251900013,"Mặt Nạ Rainbow L’affair Dưỡng Ẩm, Làm Săn Chắc Da 25g",19000,40000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-rainbow-l-affair-duong-am-lam-san-chac-da-25g-1726824278_img_380x380_64adc6_fit_center.jpg
422219195,"Mặt Nạ innisfree Cấp Nước, Dịu Da Từ Trà Xanh 22ml (Mới)",24000,36000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-innisfree-cap-nuoc-diu-da-tu-tra-xanh-22ml-moi-1710996920_img_380x380_64adc6_fit_center.jpg
422226564,Miếng Rửa Mặt Vacosi Silicone Đa Năng Cỡ Lớn Hồng Đậm DC12-FL,46000,55000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422226564-1728877032_img_380x380_64adc6_fit_center.png
206200081,Kem Dưỡng Ẩm Nivea Làm Mềm Da 50ml            ,56000,70000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-lam-mem-da-nivea-50ml-1730776809_img_380x380_64adc6_fit_center.jpg
422209607,Kem Rửa Mặt OXY Giảm Mụn Đầu Đen 100g,74000,86000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209607-1702350648_img_380x380_64adc6_fit_center.jpg
222600056,Mặt Nạ Ngủ Bio-essence Dưỡng Da Tươi Sáng Căng Mọng 50g,439000,471500,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-222600056-1702096177_img_380x380_64adc6_fit_center.png
213300069,Sữa Rửa Mặt Bioré Thanh Lọc Da - Sáng Da 100g,49000,52000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-sua-rua-mat-biore-thanh-loc-da-sang-da-100g-1668667286_img_380x380_64adc6_fit_center.jpg
213300068,Sữa Rửa Mặt Bioré Thanh Lọc Da - Dưỡng Ẩm & Mịn Da 100g,49000,52000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-213300068-1704187759_img_380x380_64adc6_fit_center.png
422216775,"Bộ innisfree Dưỡng Ẩm, Làm Dịu, Phục Hồi Da 3 Món ",159000,300000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216775-1704870010_img_380x380_64adc6_fit_center.png
422219220,Sữa Dưỡng Ẩm Avène Tăng Cường Sức Khỏe Hàng Rào Da 40ml,829000,830000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-duong-am-avene-tang-cuong-suc-khoe-hang-rao-da-40ml-1711165736_img_380x380_64adc6_fit_center.jpg
422209912,Combo CeraVe Sữa Rửa Mặt Cho Da Khô 236ml + Sữa Dưỡng Thể Cho Da Khô 20ml,300000,326000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-cerave-sua-rua-mat-cho-da-kho-236ml-sua-duong-the-cho-da-kho-20ml_wMkk1c5Qtx29TaRq_img_380x380_64adc6_fit_center.png
422207450,Sữa Rửa Mặt Nivea Men Bùn Khoáng Sạch Nhờn Mát Lạnh 100g,65000,82000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-nivea-men-bun-khoang-sach-nhon-mat-lanh-100g-1713759442_img_380x380_64adc6_fit_center.jpg
422216086,Combo Caryophy Gel Tẩy Tế Bào Chết 250ml + Sữa Rửa Mặt Ngừa Mụn Giảm Thâm 150ml,625000,740000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216086-1732672771_img_380x380_64adc6_fit_center.jpg
422211513,"Mặt Nạ 16plain Plant Stem Cell Phục Hồi, Trẻ Hoá Da 25ml",12000,25000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422211513-1702613905_img_380x380_64adc6_fit_center.png
422210198,Combo Cocoon Gel Rửa Mặt & Nước Cân Bằng Bí Đao 140mlx2,312000,390000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422210198-1699350585_img_380x380_64adc6_fit_center.jpg
422209639, Combo 10 Mặt Nạ Foodaholic Vitamin K Se Lỗ Chân Lông 23gx10,89000,150000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209639-1701060673_img_380x380_64adc6_fit_center.png
100250028,Miếng Dán Mũi Lột Mụn Purederm Nha Đam (3 Miếng),23000,26000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-lot-mun-cam-mui-purederm-nha-dam-3-mieng-goi-1726887154_img_380x380_64adc6_fit_center.jpg
422207751,Combo La Roche-Posay Xịt Khoáng Da Dầu Mụn 150ml + Kem Chống Nắng Kiềm Dầu 50ml,620000,840000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207751-1700043466_img_380x380_64adc6_fit_center.png
422215677,"Mặt Nạ Lebelage Ngọc Trai Cấp Ẩm, Dưỡng Sáng Da 25g",8000,15000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215677-1697447888_img_380x380_64adc6_fit_center.png
422205631,Mặt Nạ Dưỡng Da Some By Mi Mật Ong Làm Căng Bóng Da 20g,18000,25000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-duong-da-some-by-mi-mat-ong-lam-cang-bong-da-20g-1711358224_img_380x380_64adc6_fit_center.jpg
422209638,Combo 10 Mặt Nạ Foodaholic Vitamin C Dưỡng Sáng Da 23gx10,89000,150000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209638-1701058917_img_380x380_64adc6_fit_center.png
254700002,Mặt Nạ Dermal Chiết Xuất Trà Xanh Làm Săn Chắc Da 23g,9000,14000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-254700002-1704794586_img_380x380_64adc6_fit_center.png
422227592,[HSD 09/2025] Sữa Rửa Mặt Và Tẩy Trang Naris Alodew Từ Lô Hội 100g,200000,355000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-hsd-09-2025-sua-rua-mat-va-tay-trang-naris-alodew-tu-lo-hoi-100g-1728458933_img_380x380_64adc6_fit_center.jpg
422227986,Mặt Nạ Dừa Emmié Cấp Ẩm Dịu Da - Đà Nẵng 25g,26000,49000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-emmie-dua-cap-am-diu-da-da-nang-25g-1729498362_img_380x380_64adc6_fit_center.jpg
422222484,Mặt Nạ innisfree Sáng Da Rạng Rỡ Từ Quýt Yuzu 22ml (Mới),24000,36000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-giay-innisfree-sang-da-rang-ro-tu-quyt-yuzu-22ml-moi-1717209585_img_380x380_64adc6_fit_center.jpg
422217117,Tẩy Tế Bào Chết Evoluderm Cung Cấp Năng Lượng Từ Citrus 150g,195000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422217117-1702536142_img_380x380_64adc6_fit_center.jpg
100250003,"Lotion Chấm Mụn Bye Bye Blemish Cho Mụn Trắng, Nhạy Cảm 30ml",297000,396000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-lotion-lam-giam-mun-bye-bye-blemish-29-5ml-1693464032-1700211690_img_380x380_64adc6_fit_center.jpg
422217118,Mặt Nạ Evoluderm Chiết Xuất Dưa Leo Dưỡng Ẩm Da 150g,195000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422217118-1702537533_img_380x380_64adc6_fit_center.jpg
422218596,Nước Tẩy Trang Topicrem Dành Cho Da Dầu Mụn 200ml,297000,330000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-tay-trang-topicrem-danh-cho-da-dau-mun-200ml-1721637947_img_380x380_64adc6_fit_center.jpg
422224938,Combo Cocoon Nước Cân Bằng Sen Hậu Giang + Sữa Rửa Mặt Nghệ Hưng Yên 310mlx2,590000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-cocoon-nuoc-can-bang-sen-hau-giang-sua-rua-mat-nghe-hung-yen-310mlx2-1722572488_img_380x380_64adc6_fit_center.jpg
422223723,"Combo Cocoon Sữa Chống Nắng Bí Đao Quang Phổ Rộng + Tinh Chất Bí Đao Giảm Mụn, Mờ Thâm 50ml+70ml",586000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-cocoon-sua-chong-nang-bi-dao-quang-pho-rong-tinh-chat-bi-dao-giam-mun-mo-tham-50ml-70ml-1719806956_img_380x380_64adc6_fit_center.jpg
422215673,"Mặt Nạ Lebelage Hồng Sâm Dưỡng Mịn Màng, Se Lỗ Chân Lông 25g",8000,15000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215673-1697447265_img_380x380_64adc6_fit_center.png
422206583,Nước Tẩy Trang Bioré Hoàn Hảo Sạch Nhờn 400ml,146000,210000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422206583-1704183125_img_380x380_64adc6_fit_center.png
422219216,Tinh Chất Avène Giảm Và Ngăn Ngừa Mụn 30ml,499000,670000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-tinh-chat-avene-giam-va-ngan-ngua-mun-30ml-1711161557_img_380x380_64adc6_fit_center.jpg
422219204,Mặt Nạ innisfree Dưỡng Ẩm Da Từ Yến Mạch 22ml (Mới),30000,36000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-innisfree-duong-am-da-tu-yen-mach-22ml-moi-1711073679_img_380x380_64adc6_fit_center.jpg
422211508,"Mặt Nạ 16plain Whitening Dưỡng Sáng Da, Ngừa Mụn 25ml",12000,25000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422211508-1702613522_img_380x380_64adc6_fit_center.png
254700009,Mặt Nạ Dermal Chiết Xuất Collagen Làm Săn Chắc Da 23g,9000,14000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-254700009-1704791915_img_380x380_64adc6_fit_center.png
422224827,Bông Mút Rửa Mặt Vacosi Hình Giọt Nước Màu Hồng BP63,36000,42000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-bong-mut-rua-mat-vacosi-hinh-giot-nuoc-mau-hong-bp63-1724126114_img_380x380_64adc6_fit_center.jpg
422211353,Kem Chống Nắng Australis Le Tan SPF50 Cho Da Nhạy Cảm 70ml,282000,352000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422211353-1702449490_img_380x380_64adc6_fit_center.png
422210200,Combo Cocoon Kem Chống Nắng Phổ Rộng 50ml & Tinh Chất Bí Đao 70ml,561000,690000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422210200-1689754405_img_380x380_64adc6_fit_center.png
422212253,Combo L,559000,748000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422212253-1695704127_img_380x380_64adc6_fit_center.png
422204149,Máy Rửa Mặt Halio Dành Cho Mọi Loại Da Màu Xám,559000,810000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-may-rua-mat-halio-mau-xam-khoi-grey-smoke_img_380x380_64adc6_fit_center.jpg
422207829,Combo Neutrogena Kem Chống Nắng + Kem Dưỡng Cho Da Dầu,279000,510000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-bo-doi-neutrogena-kem-chong-nang-kem-duong-cho-da-dau_rVZBBtA97QSHfwbB_img_380x380_64adc6_fit_center.png
422227874,[HSD 06/2025] Lotion Dưỡng Ẩm Freeplus #2 Cho Da Khô 130ml  ,278000,696000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-lotion-freeplus-duong-am-diu-nhe-2-am-muot-da-130ml-1686284849-1729066582_img_380x380_64adc6_fit_center.jpg
422223944,[HSD 06/2025] Nước Tẩy Trang Avène Dịu Nhẹ Cho Mắt Và Toàn Mặt 200ml,415000,706000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-nuoc-tay-trang-avene-diu-nhe-cho-mat-va-toan-mat-200ml-1720751366_img_380x380_64adc6_fit_center.jpg
422212330,Combo Cocoon Kem Chống Nắng 50ml + Nước Tẩy Trang Bí Đao 500ml,552000,690000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422212330-1689748606_img_380x380_64adc6_fit_center.png
422207798,"Dầu Olive Milaganics Nguyên Chất Dưỡng Da, Dưỡng Tóc 100ml",50000,126000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-dau-olive-milaganics-nguyen-chat-duong-da-duong-toc-100ml_EK8sD3XBjUBY1Qf5_img_380x380_64adc6_fit_center.png
355500007,Mặt Nạ Avander Đất Sét Trắng Se Khít Lỗ Chân Lông 15ml,13000,15000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-355500007-1703577508_img_380x380_64adc6_fit_center.png
422228086,Combo Hada Labo Kem Rửa Mặt Sạch Sâu + Dung Dịch Cấp Ẩm Tối Ưu Cho Da Dầu 80g+100ml,182000,229000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-hada-labo-kem-rua-mat-sach-sau-dung-dich-cap-am-toi-uu-cho-da-dau-80g-100ml_AthuwaZj3Ajw1gCi_img_380x380_64adc6_fit_center.png
422207564,Combo Cocoon Nước Cân Bằng & Nước Tẩy Trang Bí Đao 140mlx2,272000,340000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207564-1689929025_img_380x380_64adc6_fit_center.png
422207566,Combo Cocoon Kem Dưỡng & Nước Tẩy Trang Bí Đao Giảm Dầu Mụn 30ml+140ml,272000,340000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207566-1689927724_img_380x380_64adc6_fit_center.jpg
422215674,"Mặt Nạ Lebelage Trà Xanh Chống Oxy Hóa, Dưỡng Sáng Da 25g",8000,15000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215674-1697448588_img_380x380_64adc6_fit_center.png
422219340,Mặt Nạ Senka Dưỡng Sáng Săn Chắc Da 21g (Mới),32000,38000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-senka-duong-sang-san-chac-da-21g-1711957091_img_380x380_64adc6_fit_center.jpg
386000009,Mặt Nạ JMsolution Ngăn Ngừa Lão Hóa Da 25ml,22000,39000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-386000009-1697533349_img_380x380_64adc6_fit_center.png
422215679,"Mặt Nạ Lebelage Dưa Leo Cấp Ẩm, Làm Mịn Da 25g",8000,15000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215679-1697447186_img_380x380_64adc6_fit_center.png
206700003,Mặt Nạ Purederm Dưỡng Ẩm Vùng Mắt 12g,28000,45000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-duong-am-vung-mat-purederm-12g-1726886763_img_380x380_64adc6_fit_center.jpg
422227351,[HSD 09/2025] Sữa Rửa Mặt Cho Nam Uno Tạo Bọt Sạch Nhờn Cho Da Dầu 130g,76000,119000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-sua-rua-mat-uno-tao-bot-sach-nhon-cho-da-dau-130g-1723534440-1727839205_img_380x380_64adc6_fit_center.jpg
422214175,Nước Tẩy Trang Bí Đao Cocoon Làm Sạch & Giảm Dầu Bản Giới Hạn 500ml ,265000,295000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422214175-1692007174_img_380x380_64adc6_fit_center.png
422220069,Sữa Rửa Mặt Clean & Clear Chống Nhờn Tác Dụng Sâu 100g,48000,64000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-clean-clear-chong-nhon-tac-dung-sau-100g-1717054266_img_380x380_64adc6_fit_center.jpg
422219554,Combo 2 Serum 9Wishes Dưỡng Ẩm & Làm Căng Bóng Da 30ml,526000,650000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-2-serum-9wishes-duong-am-lam-cang-bong-da-25ml-1732674061_img_380x380_64adc6_fit_center.jpg
422226360,"Combo 9Wishes Serum Dưỡng Sáng, Giảm Thâm + Serum Dưỡng Ẩm Căng Bóng Da 25ml+30ml",526000,650000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-9wishes-serum-duong-sang-giam-tham-serum-duong-am-cang-bong-da-25mlx2-1732674508_img_380x380_64adc6_fit_center.jpg
254700015,Mặt Nạ Dermal Chiết Xuất Ngọc Trai Dưỡng Sáng Da 23g,9000,14000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-254700015-1704793942_img_380x380_64adc6_fit_center.png
201100031,Bông Rửa Mặt Vacosi Bọt Biển Màu Hồng BP26,40000,46000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-201100031-1690256817_img_380x380_64adc6_fit_center.jpg
251900014,Mặt Nạ Rainbow L’affair Vitamin Làm Sáng Da 25g,19000,40000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-rainbow-l-affair-vitamin-lam-sang-da-25g-1726883728_img_380x380_64adc6_fit_center.jpg
422200886,Combo Vichy Xịt Khoáng 50ml + Kem Chống Nắng Kiềm Dầu 50ml,513000,630000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-vichy-xit-khoang-50ml-kem-chong-nang-kiem-dau-50ml_23QQJcS3VcrARmUY_img_380x380_64adc6_fit_center.png
422215586,Mặt Nạ JMsolution Vitamin Đàn Hồi & Dưỡng Sáng Da 30ml,39000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215586-1697076529_img_380x380_64adc6_fit_center.png
100250034,Miếng Dán Mũi Lột Mụn Mayan Than Hoạt Tính (4 Miếng),24000,27000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mieng-dan-mui-lot-mun-mayan-than-hoat-tinh-4-mieng-1708915991_img_380x380_64adc6_fit_center.jpg
422224943,[HSD 07/2025] Kem Chống Nắng The Lab Cấp Ẩm Cho Da 40ml,251000,628000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-kem-chong-nang-the-lab-cap-am-cho-da-40ml-1722657165_img_380x380_64adc6_fit_center.jpg
422226145,[HSD 08/2025] Xịt Dưỡng Ẩm Freeplus Dịu Nhẹ Cho Da Nhạy Cảm 165g,256000,448000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-xit-duong-am-freeplus-diu-nhe-cho-da-nhay-cam-165g-1725955767_img_380x380_64adc6_fit_center.jpg
422214302,[Mini] Kem Chống Nắng Dr.G Dưỡng Sáng Da 20ml ,250000,Không có giá gốc,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mini-kem-chong-nang-drg-duong-sang-da-20ml-1692765187_img_380x380_64adc6_fit_center.jpg
