ma_san_pham,ten_san_pham,gia_ban,gia_goc,hinh_anh
422218202,Combo 10 Mặt Nạ Colorkey Dưỡng Ẩm Ngừa Mụn Chiết Xuất Cây Phỉ 25ml,93000,148000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-10-mat-na-colorkey-duong-am-ngua-mun-chiet-xuat-cay-phi-25ml_nncoeTkzPHXqC8NZ_img_380x380_64adc6_fit_center.png
422208830,Bông Tẩy Trang Ola Cao Cấp 150 Miếng,25000,45000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-bong-tay-trang-ola-cao-cap-120-mieng-30-mieng-1659606829_img_380x380_64adc6_fit_center.jpg
100160006,Kem Chống Nắng Neutrogena Ultra Sheer SPF 50+ 88ml,198000,400000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-chong-nang-neutrogena-ultra-sheer-dry-touch-spf-55_bK1CoSDnu5YGCrVz_img_380x380_64adc6_fit_center.png
422207121,Gel Rửa Mặt Cocoon Bí Đao Giúp Giảm Dầu & Mụn 140ml,174000,195000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207121-1690165597_img_380x380_64adc6_fit_center.png
201600182,Sữa Rửa Mặt Vichy Dạng Gel Làm Sạch Sâu & Giảm Nhờn 400ml,648000,720000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-sua-rua-mat-dang-gel-vichy-lam-sach-sau-cho-da-nhon-mun-400ml_FDDsYuKBpfGnAW1j_img_380x380_64adc6_fit_center.png
422208160,Gel Dưỡng Eucerin Làm Sáng Da & Cấp Ẩm Tối Ưu 50ml,677000,799000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-gel-duong-eucerin-lam-sang-da-cap-am-toi-uu-50ml_QHxPHiDxT9hF4iiU_img_380x380_64adc6_fit_center.png
249500001,Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội SPF81 PA++++ 30g,77000,103000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-249500001-1698805875_img_380x380_64adc6_fit_center.jpg
422204924,Kem Dưỡng Garnier Tinh Chất Serum Sáng Da Ban Ngày 50ml,162000,209000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-garnier-tinh-chat-serum-sang-da-ban-ngay-50ml-1728104459_img_380x380_64adc6_fit_center.jpg
422207283,Kem Chống Nắng Eucerin Kiềm Dầu (Có Màu) 50ml,399000,500000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-chong-nang-eucerin-kiem-soat-dau-co-mau-spf-50-50ml_AnGsigT4Hq342QHv_img_380x380_64adc6_fit_center.png
422210192,"Serum GoodnDoc Dưỡng Ẩm, Mờ Nhăn & Giúp Da Tươi Sáng 30ml",449000,590000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422210192-1697708153_img_380x380_64adc6_fit_center.png
422212248,Serum Hada Labo Dưỡng Sáng Da Tối Ưu 30ml ,269000,350000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-serum-hada-labo-duong-sang-da-toi-uu-30ml-1724143421_img_380x380_64adc6_fit_center.jpg
208200014,Sáp Dưỡng Ẩm Vaseline Pure Petroleum Jelly 50ml,56000,60000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-208200014-1689326808_img_380x380_64adc6_fit_center.jpg
204100071,Sữa Rửa Mặt Eucerin Dạng Bọt Sạch Sâu Cho Da Nhờn 150g,330000,389000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-sua-rua-mat-tao-bot-cho-da-mun-eucerin-150g_SB8rnnSDGvYDFTvV_img_380x380_64adc6_fit_center.png
422225930,"[HSD 08/2025] Kem Dưỡng Obagi Retinol 0.5% Giúp Trẻ Hóa Da, Ngừa Mụn 28g",1419000,1670000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-kem-duong-obagi-retinol-0-5-ngan-ngua-lao-hoa-da-28g-1680061063-1725518343_img_380x380_64adc6_fit_center.jpg
422208061,Kem Dưỡng d program Hỗ Trợ Phục Hồi Da 45g,524000,750000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422208061-1732765959_img_380x380_64adc6_fit_center.jpg
422224763,Máy Chăm Sóc Da Emmié SonicRadiant 5 Trong 1 Màu Hồng (Mini),986000,1490000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-may-cham-soc-da-emmie-sonicradiant-5-trong-1-mau-hong-mini_586S6GfCr28HucKj_img_380x380_64adc6_fit_center.png
331300002,Sữa Rửa Mặt Curél Dạng Bọt Cấp Ẩm Chuyên Sâu 150ml,298000,407000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-curel-dang-bot-cap-am-chuyen-sau-150ml-1716800830_img_380x380_64adc6_fit_center.jpg
422209314,Sữa Rửa Mặt Garnier 3 Trong 1 Giảm Mụn & Sáng Da 100ml (Mới),109000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-garnier-3-trong-1-giam-mun-sang-da-100ml-1724922764_img_380x380_64adc6_fit_center.jpg
422207892,Kem Dưỡng Ẩm SVR Dành Cho Da Dầu Mụn 40ml,391000,475000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207892-1697698150_img_380x380_64adc6_fit_center.png
248700003,Gel Dưỡng Mắt Naris Cosmetics Ngừa Thâm & Nếp Nhăn 20g,300000,385000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-248700003-1729050637_img_380x380_64adc6_fit_center.jpg
422203463,Tinh Chất Cocoon Cấp Nước & Cấp Ẩm Sâu Từ Hoa Hồng 30ml,238000,265000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422203463-1690183062_img_380x380_64adc6_fit_center.png
422218426,"Nước Tẩy Trang JMsolution Làm Sạch, Bổ Sung Độ Ẩm 850ml",157000,245000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-tay-trang-jmsolution-lam-sach-bo-sung-do-am-850ml-1708936275_img_380x380_64adc6_fit_center.png
232500001,Lotion Meishoku Bigansui Ngăn Ngừa Mụn 90ml,194000,280000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-hoa-hong-duong-da-ngan-ngua-mun-meishoku-90ml-1709008834_img_380x380_64adc6_fit_center.jpg
100220010,Sữa Rửa Mặt St.Ives Tẩy Tế Bào Chết Trái Mơ Ngừa Mụn 170g,108000,149000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-100220010-1695112848_img_380x380_64adc6_fit_center.png
422201092,Mặt Nạ Sur.Medic+ Cấp Nước & Cấp Ẩm Chuyên Sâu 30g,25000,43000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-sur-medic-cap-nuoc-cap-am-chuyen-sau-30g-1710386204_img_380x380_64adc6_fit_center.jpg
422207122,Nước Cân Bằng Cocoon Bí Đao Giảm Dầu & Mụn 140ml ,174000,195000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207122-1689935349_img_380x380_64adc6_fit_center.png
207500002,Combo 2 Hộp Bông Tẩy Trang Silcot Cao Cấp 66 Miếng,74000,80000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-bo-2-hop-bong-tay-trang-cao-cap-silcot-premium-66-mieng-hop-1709017677_img_380x380_64adc6_fit_center.jpg
331300007,Kem Dưỡng Da Curél Cấp Ẩm Chuyên Sâu 40g,583000,779000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-curel-cap-am-chuyen-sau-40g-1716802686_img_380x380_64adc6_fit_center.jpg
243900012,Gel Rửa Mặt & Tắm Gội A-Derma Dịu Nhẹ Cho Da 200ml,346000,408000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-243900012-1702634794_img_380x380_64adc6_fit_center.png
422225637,"Gel Dưỡng Decumar Giảm Mụn, Mờ Thâm Sẹo, Sáng Da 20g",104000,105000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-gel-duong-decumar-giam-mun-mo-tham-seo-sang-da-20g_t4KS3GSErYYRFQQY_img_380x380_64adc6_fit_center.png
422205434,Combo Mặt Nạ Đen Sexylook Tràm Trà Kiểm Soát Dầu Mụn 5x28ml,140000,299000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-5-mat-na-den-sexylook-kiem-soat-dau-ngua-mun-28ml-1718432959_img_380x380_64adc6_fit_center.jpg
214000001,"Serum Melano CC Dưỡng Sáng Da, Ngừa Thâm Nám 20ml",256000,320000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-tinh-chat-melano-cc-duong-sang-da-ngua-tham-nam-20ml-1709710914_img_380x380_64adc6_fit_center.jpg
422211974,Kem Chống Nắng GC Nâng Tone & Dưỡng Sáng Da 60ml,99000,180000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-chong-nang-gc-nang-tone-duong-sang-da-60ml-1706671536_img_380x380_64adc6_fit_center.png
422223057,Mặt Nạ Colorkey Đất Sét Bùn Khoáng Sạch Mịn Màng 60g,128000,198000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-mat-na-colorkey-dat-set-bun-khoang-sach-min-mang-60g_bfgfd1U6ZqhCUn67_img_380x380_64adc6_fit_center.png
224100033,Bọt Rửa Mặt Hada Labo Dưỡng Ẩm Cho Mọi Loại Da 160ml,155000,204000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-bot-rua-mat-hada-labo-duong-am-cho-moi-loai-da-160ml-1724140951_img_380x380_64adc6_fit_center.jpg
422203132,Sữa Rửa Mặt Olay Total Effects Tạo Bọt Ngừa Lão Hoá 100g,129000,149000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422203132-1696050581_img_380x380_64adc6_fit_center.png
345800013,Kem Chống Nắng Some By Mi Nâng Tông Da 50ml,318000,405000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-345800013-1731392332_img_380x380_64adc6_fit_center.jpg
100180089,Kem Dưỡng Avène Giảm Khô Ngứa Cho Da Viêm Thể Tạng 200ml,554000,739000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-avene-giam-kho-ngua-cho-da-viem-the-tang-200ml-1688793344_img_380x380_64adc6_fit_center.jpg
422205053,"Tinh Chất Bí Đao Cocoon Làm Giảm Mụn, Mờ Thâm 70ml ",265000,295000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-tinh-chat-bi-dao-cocoon-lam-giam-mun-mo-tham-70ml-moi_vN6W9VumgmUXXbnH_img_380x380_64adc6_fit_center.png
422227762,"Combo Garnier Serum Giảm Mụn Mờ Thâm + Nước Tẩy Trang Cho Da Dầu, Mụn 30ml+125ml",299000,458000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-garnier-serum-giam-mun-mo-tham-nuoc-tay-trang-cho-da-dau-mun-30ml-125ml-1728528236_img_380x380_64adc6_fit_center.jpg
248700053,Sữa Rửa Mặt Naris Acne Grand Cho Da Dầu Mụn 100g,306000,395000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-248700053-1729046554_img_380x380_64adc6_fit_center.jpg
422209042,Gel Rửa Mặt Swiss Image Cho Da Hỗn Hợp Và Dầu Mụn 200ml,298000,372500,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209042-1696401573_img_380x380_64adc6_fit_center.png
213300012,Gel Chống Nắng Bioré Màng Nước Dưỡng Ẩm Da 90ml,198000,249000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-213300012-1704189075_img_380x380_64adc6_fit_center.png
422212531,Xịt Chống Nắng Skintific Cho Mặt Và Cơ Thể 50ml,124000,179000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422212531-1696495731_img_380x380_64adc6_fit_center.png
100150036,Nước Hoa Hồng L,179000,229000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-100150036-1695972071_img_380x380_64adc6_fit_center.jpg
422209045,Nước Tẩy Trang Swiss Image 3 Trong 1 Sạch Sâu 400ml,330000,412000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-nuoc-tay-trang-swiss-image-3-trong-1-sach-sau-400ml_iqVBDFbDzmRsEkFq_img_380x380_64adc6_fit_center.png
422224703,"Kem Chống Nắng The Saem Kiềm Dầu, Nâng Tông Sáng Hồng 50g (Mới)",128000,290000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-chong-nang-the-saem-kiem-dau-nang-tong-sang-hong-50g-moi_6bRAViRkwqLxUNKz_img_380x380_64adc6_fit_center.png
422204777,Kem Chống Nắng Hatomugi Dưỡng Ẩm & Làm Sáng Da 80g,98000,199000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-gel-chong-nang-hatomugi-cap-am-cho-mat-toan-than-80g_9uF22XH6vmV8kTCX_img_380x380_64adc6_fit_center.png
422222133,Serum L,419000,549000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-serum-l-oreal-niacinamide-2-kiem-dau-ban-dem-30ml-1716799295_img_380x380_64adc6_fit_center.jpg
422216271,"Nước Tẩy Trang JMsolution Ceramide Cho Da Thường, Khô 500ml ",114000,199000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216271-1699843170_img_380x380_64adc6_fit_center.png
201600081,"Kem Dưỡng Ẩm Vichy Cho Da Khô, Mất Nước & Nhạy Cảm 50ml",829000,1040000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-duong-am-cung-cap-nuoc-vichy-giup-da-cang-min-am-muot-50ml_QMuLZgErM2sh4j9S_img_380x380_64adc6_fit_center.png
422212313,Sữa Rửa Mặt Cetaphil Tạo Bọt Dịu Lành Cho Da Nhạy Cảm 236ml,276000,370000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-sua-rua-mat-cetaphil-tao-bot-diu-lanh-cho-da-nhay-cam-236ml_oeTsZqtcGyYVmd5b_img_380x380_64adc6_fit_center.png
422222134,Nước Cân Bằng Cocoon Sen Hậu Giang Làm Dịu Da Nhạy Cảm 140ml,168000,195000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-can-bang-cocoon-sen-hau-giang-lam-diu-da-nhay-cam-140ml-1716804533_img_380x380_64adc6_fit_center.jpg
223600039,"Kem Dưỡng Senka Sáng Da, Mờ Thâm Sạm Ban Đêm 50g",195000,249000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-223600039-1698745797_img_380x380_64adc6_fit_center.jpg
422205150,Sữa Rửa Mặt Eucerin Tạo Bọt Làm Sáng Da 150g,466000,519000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-sua-rua-mat-eucerin-lam-sang-da-giam-dom-nau-150ml-moi_kYD2yUqBgYgHnuJd_img_380x380_64adc6_fit_center.png
422200264,Gel Tẩy Tế Bào Chết Arrahan Hương Táo 180ml,95000,135000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422200264-1703152986_img_380x380_64adc6_fit_center.png
200400013,Gel Tẩy Tế Bào Chết Bioderma Cho Da Dầu Và Hỗn Hợp 100ml,345000,425000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-200400013-1692775398_img_380x380_64adc6_fit_center.png
422218101,"Hộp 10 Miếng Mặt Nạ Wonjin Nâng Cơ, Trẻ Hóa Da 30g/M",240000,400000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422218101-1725431687_img_380x380_64adc6_fit_center.jpg
206400010,Kem Dưỡng Olay Total Effects Dịu Nhẹ Ngừa Lão Hóa Ban Ngày 50g,229000,329000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-206400010-1696052571_img_380x380_64adc6_fit_center.png
422211219,Bông Tẩy Trang Hotosu Hộp 80 Miếng,25000,35000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-bong-tay-trang-hotosu-hop-80-mieng-1684391292_img_380x380_64adc6_fit_center.jpg
422205885,Serum Angel,499000,832000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205885-1702889691_img_380x380_64adc6_fit_center.png
222600030,Nước Dưỡng Bio-essence Vàng 24K Ngừa Lão Hoá Da 150ml,349000,494000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-222600030-1702369187_img_380x380_64adc6_fit_center.png
201900022,Kem Dưỡng Ẩm Paula,625000,899000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-201900022-1698831268_img_380x380_64adc6_fit_center.jpg
100150039,"Xịt Khoáng Vichy Làm Dịu, Củng Cố & Cấp Ẩm Cho Da 300ml",363000,495000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-xit-khoang-duong-da-vichy-300ml_cPdw2zR8SzWSiroX_img_380x380_64adc6_fit_center.png
422216603,Combo 2 Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm 400ml,711000,990000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-2-nuoc-tay-trang-la-roche-posay-danh-cho-da-nhay-cam-400ml_WJbNJipAqvRn2c3y_img_380x380_64adc6_fit_center.png
377400002,"Toner Derladie Cây Phỉ Ngừa Mụn, Làm Sạch Da 500ml",199000,299000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-377400002-1732699059_img_380x380_64adc6_fit_center.jpg
422203809,Combo 3 Bông Tẩy Trang Ipek 150 Miếng,83000,150000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-3-bong-tay-trang-ipek-150-mieng-1723264426_img_380x380_64adc6_fit_center.jpg
422228250,Combo 8 Gel Rửa Mặt SVR Không Chứa Xà Phòng Cho Da Dầu 55ml,399000,1160000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422228250-1730879566_img_380x380_64adc6_fit_center.jpg
200500289,[Mini] Mặt Nạ Ngủ Laneige Dưỡng Ẩm & Tăng Khả Năng Tự Vệ Da 25ml,248000,310000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-200500289-1694421578_img_380x380_64adc6_fit_center.png
422223926,"Serum DrCeutics 10% B5 Cấp Ẩm Hỗ Trợ Làm Dịu, Phục Hồi 30g",199000,210000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-serum-drceutics-b5-cap-am-ho-tro-lam-diu-phuc-hoi-da-30g_USs5cghtou1BLUNx_img_380x380_64adc6_fit_center.png
422223245,"Nước Tẩy Trang Simple Sạch Sâu, Cấp Ẩm Đa Tầng 400ml",122000,198000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-tay-trang-simple-sach-sau-cap-am-da-tang-400ml-1719029496_img_380x380_64adc6_fit_center.jpg
100150065,"Xịt Khoáng Avène Cấp Nước, Làm Dịu & Giảm Kích Ứng 50ml",154000,197000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-xit-khoang-avene-lam-diu-da-giam-kich-ung-50ml-1732091168_img_380x380_64adc6_fit_center.jpg
422211231,"Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Cho Da Mụn, Nhạy Cảm 50g",118000,148000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422211231-1699001217_img_380x380_64adc6_fit_center.jpg
422206537,Gel Rửa Mặt Eucerin Cho Da Nhờn Mụn 75ml,179000,209000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-gel-rua-mat-eucerin-cho-da-nhon-mun-75ml_owdWjB6RFkhecZar_img_380x380_64adc6_fit_center.png
422207795,"Mặt Nạ Banobagi Dưỡng Sáng Da, Mờ Thâm Nám 30gx10 Miếng",170000,242000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-mat-na-banobagi-duong-sang-da-mo-tham-nam-30gx10-mieng_VPWjiFYwDVSiL3XZ_img_380x380_64adc6_fit_center.png
422217421,Combo Cocoon Sữa Chống Nắng Bí Đao 50ml + Tinh Chất Nghệ Hưng Yên 30ml,439000,720000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422217421-1703835156_img_380x380_64adc6_fit_center.jpg
249500010,Sữa Chống Nắng Sunplay Dưỡng Da Tạo Nền Sáng Mịn 25g,116000,145000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-249500010-1728896855_img_380x380_64adc6_fit_center.jpg
422205673,Kem Dưỡng Cocoon Dạng Thạch Bí Đao Giảm Dầu & Mụn 30ml,175000,195000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-thach-bi-dao-cocoon-cung-cap-am-va-ngan-ngua-mun-30ml_fMxfQtVTncdm4QeY_img_380x380_64adc6_fit_center.png
422204776,Nước Dưỡng Da Chinoshio Dokudami Chiết Xuất Lá Tía Tô 500ml,69000,169000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422204776-1704695330_img_380x380_64adc6_fit_center.png
422208325,Kem Dưỡng Caryophy Cấp Ẩm Và Phục Hồi Da 50ml,378000,680000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422208325-1732612618_img_380x380_64adc6_fit_center.jpg
422203505,"Lotion Hatomugi Dưỡng Ẩm, Làm Sáng Da Dạng Xịt 250ml",74000,149000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422203505-1695097979_img_380x380_64adc6_fit_center.png
422211999,"Combo Garnier Nước Tẩy Trang Và Serum Cho Da Dầu, Mụn 2 Món",389000,498000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-garnier-nuoc-tay-trang-va-serum-cho-da-dau-mun-2-mon-1732692839_img_380x380_64adc6_fit_center.jpg
345800014,Sữa Rửa Mặt Some By Mi Làm Sạch Sâu Cho Da Dầu Mụn 100ml,228000,325000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-cho-da-mun-some-by-mi-100ml-1711349145_img_380x380_64adc6_fit_center.jpg
422209635,Combo 10 Mặt Nạ Foodaholic Hyaluronic Acid Cấp Ẩm Đa Tầng 23mlx10,95000,184000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209635-1701057745_img_380x380_64adc6_fit_center.png
422227496,Combo L,585000,838000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-l-oreal-serum-sang-da-mo-tham-mun-moi-kem-duong-sang-min-mo-tham-nam-ban-dem-30ml-50ml-1728016167_img_380x380_64adc6_fit_center.jpg
204100082,Gel Rửa Mặt Eucerin Làm Sạch Dịu Nhẹ Da Nhạy Cảm 200ml,310000,408000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-gel-rua-mat-eucerin-tuoi-mat-cho-da-thuong-nhay-cam-200ml_GTguGwCTgEZYf1HK_img_380x380_64adc6_fit_center.png
243900004,Kem Dưỡng A-Derma Làm Dịu & Phục Hồi Da Kích Ứng 50ml,354000,417000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-243900004-1702635016_img_380x380_64adc6_fit_center.png
422218827,"Combo 10 Mặt Nạ BNBG Placenta Truyền Năng Lượng, Phục Hồi Da 30ml",220000,370000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-10-mat-na-bnbg-placenta-truyen-nang-luong-phuc-hoi-da-30ml-1709873289_img_380x380_64adc6_fit_center.jpg
422203476,Kem Dưỡng Pond,130000,150000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-da-pond-s-sang-hong-rang-ro-cho-ban-ngay-50g-1715142219_img_380x380_64adc6_fit_center.jpg
422226416,"Serum Cosrx Ốc Sên Cấp Ẩm, Hỗ Trợ Tái Tạo Da 100ml",324000,579000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-serum-cosrx-oc-sen-cap-am-ho-tro-tai-tao-da-100ml-1726732823_img_380x380_64adc6_fit_center.jpg
422213958,Combo Angel,758000,1598000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422213958-1702893590_img_380x380_64adc6_fit_center.jpg
422215947,"Sữa Rửa Mặt Embryolisse Làm Sạch Sâu, Chống Oxy Hóa 200ml",284000,385000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-sua-rua-mat-embryolisse-lam-sach-sau-chong-oxy-hoa-200ml_CdFj4K8zGcAxqTEP_img_380x380_64adc6_fit_center.png
422205819,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,141000,232000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205819-1695271278_img_380x380_64adc6_fit_center.png
422209426,Mặt Nạ Mediheal Tinh Chất Trà Xanh Làm Dịu Da Giảm Mụn 25ml,22000,40000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-mat-na-mediheal-tinh-chat-tra-xanh-lam-diu-da-giam-mun-25ml_dDXBUo2RLy88W1Cd_img_380x380_64adc6_fit_center.png
422220493,Combo 2 Kem Chống Nắng Neutrogena Ultra Sheer SPF 50 88ml,337000,800000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-2-kem-chong-nang-neutrogena-ultra-sheer-spf-50-88ml_uJGjjzVXPEW6fsEJ_img_380x380_64adc6_fit_center.png
422205326,Mặt Nạ Bio-essence Tinh Chất Rau Má Phục Hồi Da 20ml,31000,40000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205326-1702092311_img_380x380_64adc6_fit_center.png
293500010,Gel Rửa Mặt SVR Dành Cho Da Nhạy Cảm 200ml,425000,500000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-gel-rua-mat-danh-cho-da-nhay-cam-svr-200ml-1718185208_img_380x380_64adc6_fit_center.jpg
422215090,Miếng Dán Mụn Derma Angel Salicylic Acid Ban Ngày 12 Miếng,44000,58000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215090-1706093427_img_380x380_64adc6_fit_center.jpg
422222069,Serum Cosrx Hyaluronic Acid 3% Làm Dịu & Cấp Ẩm 20ml,332000,552000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-serum-cosrx-hyaluronic-acid-3-lam-diu-cap-am-20ml-1716343918_img_380x380_64adc6_fit_center.jpg
422205692,Sáp Dưỡng Ẩm Vaseline Pure Petroleum Jelly 100ml ,103000,104000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sap-duong-am-vaseline-pure-petroleum-jelly-100ml-1717558491_img_380x380_64adc6_fit_center.jpg
422205599,Nước Thần Angel,359000,632000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205599-1702890095_img_380x380_64adc6_fit_center.png
204900128,Combo 2 Gel Rửa Mặt La Roche-Posay Cho Da Dầu Nhạy Cảm 50ml,145000,350000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-02-gel-rua-mat-tao-bot-la-roche-posay-danh-cho-da-dau-nhay-cam-50ml-1729256283_img_380x380_64adc6_fit_center.jpg
422218781,Mặt Nạ BNBG Vitamin C Làm Sáng Da 30ml (Mới),16000,28000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-bnbg-vitamin-c-lam-sang-da-30ml-moi-1710236185_img_380x380_64adc6_fit_center.jpg
422205600,"Sữa Rửa Mặt Derladie Tràm Trà Sạch Sâu, Kiềm Dầu 150ml",139000,215000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205600-1704423544_img_380x380_64adc6_fit_center.png
422213959,Combo Angel,958000,1598000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422213959-1702887577_img_380x380_64adc6_fit_center.jpg
422209719,"Combo Mặt Nạ Banobagi Dưỡng Sáng, Se Lỗ Chân Lông 30gx10",170000,242000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-mat-na-banobagi-duong-sang-se-lo-chan-long-hop-10-mieng_RbuMgeqeDiSsqWeV_img_380x380_64adc6_fit_center.png
